customer_id,age,job,urban_rural,marital_status,kids,disposable_income,mobiles_changed,mobile_age,own_smartphone,current_mobile_price,credit_card_type,own_house,own_cr_card,monthly_bill,call_mins,basic_plan_amount,extra_mins,roam_call_mins,call_mins_delta,bill_amount_delta,incoming_call_mins,outgoing_calls,incoming_calls,day_night_call_ratio,day_night_call_delta,calls_dropped,loyalty_months,complaint_calls,promo_calls_made,promo_offers_accepted,new_numbers_called,customer_dropped
1071155,0,NA,urban,unknown,FALSE,0,2,181,TRUE,37377.508,B,TRUE,false,5916.72,1019.75,6229.11,18.25,0,-2.715,-0.1214,340.14,110.67,26,0.802555767,2.668789513,4.33,14,0.67,0,0,0,true
1034882,34,NA,urban,no,FALSE,445,1,651,TRUE,0,B,FALSE,true,2891.61,18,2891.61,0,0,-0.36,0,1.26,1.67,0,7.67,6.191049044,0.67,22,0,0,0,0,true
1030503,68,NA,NA,no,FALSE,267,1,633,TRUE,0,B,FALSE,true,2959.25,5.25,2670,0,0,0.115,0,0.55,1,0,0.716738197,-4.913223029,0,21,0,0,0,0,true
1029254,50,NA,NA,unknown,FALSE,623,4,114,TRUE,19933.507999999998,B,TRUE,false,24976.96,1778.75,4449.110000000001,856.5,0,-24.355,-4.449,602.06,36,0.33,1.597642857,-5.076059066,10.67,19,0,0,0,0,true
1050195,46,NA,NA,unknown,FALSE,712,1,452,TRUE,0,B,FALSE,true,7650.44,347.75,9789.109999999999,0,2.72,-4.975,-1.7192,105.33,18,0.33,2.494137931,7.133989193,6,15,0,0,0,0,true
1092718,34,NA,urban,unknown,FALSE,623,1,188,TRUE,0,D,FALSE,true,7272.19,1753,6774.68,48,0,-35.06,-1.6342,464.81,164.33,59.67,0.608189495,-0.29242746,26.33,6,9,0,0,0,false
1036547,0,NA,NA,unknown,FALSE,0,2,156,TRUE,32393.507999999998,B,TRUE,false,2669.1099999999997,122.25,3559.11,0,0,-1.225,0,7.18,0.67,0,1.47299509,-7.409369962,1.67,21,0,0,0,0,true
1034305,0,NA,NA,unknown,FALSE,0,1,612,TRUE,0,B,TRUE,false,6789.81,460.5,2891.61,146,0,-3.81,-0.876,107.18,31,3.33,1.189860944,17.20758382,21,20,0,0,0,0,true
1054752,28,professional,town,yes,FALSE,267,2,348,TRUE,32393.507999999998,B,FALSE,true,3406.92,274.75,4894.110000000001,0,0.47,-2.235,0.1342,29.49,28.33,8,1.831225154,-21.84313305,3,12,0.33,0,0,0,false
1040341,50,NA,rural,yes,FALSE,712,2,113,TRUE,14949.508,B,FALSE,no,3849.25,425.75,3559.11,0,0.78,-0.635,0.014,91.95,30.67,5,0.955063059,-17.12304313,11.67,22,2.67,0,0,0,false
1097498,56,NA,town,no,FALSE,267,1,185,TRUE,0,D,FALSE,false,4719.67,478.75,3559.11,29.5,0,1.245,0.4512,65.3,6,0,2.813823529,-13.38000743,15,7,0,0,0,0,false
1042758,26,clerical,NA,no,FALSE,356,5,38,TRUE,37377.508,F,FALSE,true,8074.97,846.33,6674.11,2.67,1.72,-6.0266,-0.3148,21.83,8.67,8.67,1.112378538,-15.06432704,2,21,0.67,0,0,1,true
1064790,40,NA,town,yes,FALSE,623,1,401,TRUE,0,B,FALSE,true,2669.1099999999997,20.75,3559.11,0,0,0.185,0,0,0,0,0,1.101815226,0,14,0,0,0,0,true
1023803,56,NA,urban,no,FALSE,445,3,621,TRUE,2489.508,C,FALSE,true,2669.1099999999997,5.5,2669.1099999999997,0,0,-0.11,0,0,0,0,1,3.693235957,0,27,0,0,0,0,true
1087262,52,NA,NA,yes,FALSE,534,1,244,TRUE,0,E,FALSE,true,2518.7000000000003,71,3186.2,0,0,-1.42,-1.3014,42.8,13.33,0.33,1.034661148,-14.95604221,1,8,0.67,0,0,0,false
1050196,0,NA,NA,unknown,FALSE,0,1,390,TRUE,0,E,TRUE,false,6579.77,513.75,6402.66,0,0,-10.275,0.0214,180.18,14.67,1.67,1.234390699,5.316505371,6.33,13,0.67,0,0,0,false
1006218,36,NA,rural,unknown,FALSE,267,4,376,TRUE,7473.507999999999,A,FALSE,no,5695.110000000001,585.5,3381.11,54.25,0,-1.85,-0.423,149.63,69.67,117,1.539264554,-5.63315605,42,37,0,0,0,0,true
1037469,0,NA,NA,unknown,FALSE,0,1,515,TRUE,0,E,TRUE,false,3965.84,253,3686.38,0,0,-5.06,-1.8156,34.91,6.33,1,3.295,12.79113801,5,17,1.33,0,0,0,true
1013664,46,NA,NA,no,TRUE,712,1,943,FALSE,0,A,FALSE,true,3286.77,126,3781.61,0,2.34,-2.48,0.1112,1.72,1.33,0,0.592161666,6.65865611,3,32,0,0,0,0,true
1058029,0,NA,town,unknown,FALSE,0,3,116,TRUE,37377.508,B,TRUE,false,6487.21,419,3560,114.25,1.17,9.08,2.407,48.51,12,2.33,0.717121212,11.93730087,1.67,17,4,0,0,0,true
1055183,30,NA,NA,unknown,FALSE,445,2,107,TRUE,49837.508,D,FALSE,true,16380.45,2074,5339.110000000001,319.25,0.39,15.3,0.0988,831.4,104.67,29.33,0.622421309,6.307912861,28.67,14,9.33,0,0,1,true
1049926,0,NA,town,unknown,FALSE,0,1,500,TRUE,0,F,TRUE,false,10231.439999999999,877.75,4449.110000000001,183.5,3.01,-4.815,-1.1194,475.89,41.67,12,1.692910988,4.511274717,10.33,17,0,0,0,0,true
1072881,0,NA,NA,unknown,FALSE,0,1,348,TRUE,0,B,TRUE,false,3085.63,633.5,3325.93,12,0,-1.57,-0.6934,0,0,0,0,-18.83303934,0,12,0,0,0,3,true
1090619,66,NA,NA,yes,TRUE,534,2,267,TRUE,32393.507999999998,B,FALSE,true,3114.11,65,4004.11,0,0,1.36,0,0.28,0,0,3.632152589,12.57629023,0.33,11,0,0,0,0,true
1007061,46,clerical,urban,no,FALSE,534,1,1045,FALSE,0,C,FALSE,true,907.8,78.25,890,0,0.2,-0.005,0.0116,29.37,5.67,1,0.660904931,1.815168331,0.33,35,0,0,0,0,true
1005339,0,NA,NA,unknown,FALSE,0,2,506,TRUE,7473.507999999999,A,TRUE,false,939.84,164.75,890,1.25,0,2.865,-0.0112,36.93,12.33,4.67,1.90275762,10.34074718,4.33,36,0,0,0,0,false
1078724,58,NA,NA,yes,FALSE,267,1,382,TRUE,0,B,FALSE,no,2543.62,121.75,3381.11,1.25,0.1,0.245,0.0362,24.95,0.33,0,2.23914017,24.93508738,1.33,13,4.33,0,0,0,false
1004740,0,NA,urban,unknown,FALSE,0,2,670,TRUE,7473.507999999999,A,TRUE,false,3027.78,139.5,2891.61,0,0,-1.03,-0.0108,6.95,11.67,3,3.316020483,1.202209395,4.33,33,0,0,0,0,true
1097689,34,NA,NA,unknown,FALSE,356,4,398,TRUE,2489.508,A,TRUE,false,3114.11,51.5,4004.11,0,0,-0.55,0,3.9,12,0,5.628517824,4.220115574,1.33,35,0,0,0,0,false
1061186,50,professional,NA,no,FALSE,267,1,376,TRUE,0,B,FALSE,true,2669.1099999999997,164.5,3559.11,0,0,3.75,0,1.25,1.33,0.33,1.030927835,3.721185006,2,12,0.33,0,0,0,true
1020675,40,NA,urban,yes,FALSE,623,1,841,TRUE,0,B,FALSE,true,3114.11,80,3114.11,0,0,0.78,0,2.85,1.33,0,0.51,2.546631617,5.33,28,0,0,0,0,true
1025733,54,NA,urban,no,FALSE,356,2,233,TRUE,19933.507999999998,C,FALSE,true,4312.05,200,2669.1099999999997,32,0,-1.36,-0.2294,0,0,0,0,10.53142655,0,20,0,0,0,0,false
1040760,0,NA,town,unknown,FALSE,0,1,587,TRUE,0,C,TRUE,false,6885.04,396.5,2669.1099999999997,135,0,-0.77,-0.2372,121.49,66,43.33,0.817641509,16.28477187,2.33,20,0.33,0,0,0,false
1029958,66,professional,NA,yes,FALSE,801,1,681,TRUE,0,B,FALSE,true,6954.46,426,2670,157.5,0,-8.52,-0.9628,75.65,43,3,1.227025611,-7.31944762,48,23,0,1,0,0,true
1015813,40,professional,urban,no,FALSE,801,1,732,TRUE,0,A,FALSE,true,22262.46,1434.75,8899.109999999999,404.75,0,2.225,0.7534,504.19,123.67,33.33,1.674672784,-9.924017463,27,24,0,0,0,0,false
1032387,0,NA,NA,no,FALSE,89,3,285,TRUE,19933.507999999998,E,TRUE,false,2241.9100000000003,259.5,3176.41,0,0,-5.19,-0.5038,4.83,0,0.33,0.3239188,-1.437006118,0.33,19,4.33,0,0,0,false
1073092,54,NA,urban,yes,FALSE,623,1,408,TRUE,0,B,FALSE,true,3123.01,434,4004.11,0.25,0,0.26,-0.002,0,0,0,0,1.557636284,0,14,0,0,0,0,true
1071231,0,NA,town,unknown,FALSE,0,1,312,TRUE,0,C,TRUE,false,10027.630000000001,655.25,1449.81,261.75,0,14.175,3.8426,253.31,29.33,24.33,12.72365666,-14.73951961,6.33,10,0,0,0,0,true
1000733,60,NA,urban,unknown,FALSE,623,6,360,FALSE,2489.508,A,FALSE,true,7507.15,1199,6675,0,0,-2.98,-0.1582,270.29,31.67,6.67,4.387155133,2.337760041,38,50,0,0,0,0,true
1075440,0,NA,NA,unknown,FALSE,267,1,228,TRUE,0,B,FALSE,true,3748.68,477.25,4226.610000000001,19,0.16,7.295,0.3896,74.24,26.67,13.33,0.973621646,8.533615112,3.67,8,2.67,0,0,0,false
1011833,0,NA,NA,unknown,FALSE,0,4,193,TRUE,7473.507999999999,A,TRUE,false,12724.33,1521.25,4893.219999999999,257.25,0,6.275,1.1078,528.01,109.33,48.33,0.781506038,-4.879794055,55.33,27,0,0,0,0,false
1064805,46,professional,urban,yes,TRUE,534,1,401,TRUE,0,B,FALSE,true,3207.56,382.25,3559.11,13.75,0,2.955,0.187,0,0,0,0,-13.13997983,0,14,0,0,0,0,false
1003833,50,NA,NA,yes,FALSE,623,7,6,TRUE,24917.507999999994,C,TRUE,false,4532.7699999999995,567.25,4449.110000000001,0,0.2,5.115,0.0364,118.86,36.33,17.67,0.385549067,17.36720598,6,41,0,0,0,0,false
1030886,32,NA,NA,yes,FALSE,445,2,213,TRUE,7473.507999999999,B,TRUE,true,6480.09,489.25,2669.1099999999997,74.25,11.88,2.675,0.5946,65.75,12,1,2.640263158,-3.265431232,7.67,23,2,0,0,0,true
1069607,50,NA,town,no,TRUE,801,1,260,TRUE,0,B,FALSE,true,2693.1400000000003,68,2669.1099999999997,0,0,0.18,-0.0054,0,0,0,0,-8.897323219,0,9,0,0,0,0,true
1033099,38,NA,NA,no,FALSE,356,2,543,TRUE,7473.507999999999,B,TRUE,true,3356.19,145.25,2847.1099999999997,0,0,0.475,-0.0344,46.37,14.67,0,1.75,12.87858762,3.33,18,0,0,0,0,false
1015456,0,NA,urban,unknown,FALSE,712,3,409,TRUE,37377.508,A,TRUE,false,2891.61,188,2891.61,0,0,-2.88,0,13.74,21.67,0,2.242004616,16.62156151,5.67,30,0,0,0,0,false
1040665,52,NA,NA,unknown,FALSE,801,4,406,TRUE,19933.507999999998,B,FALSE,true,4604.860000000001,300,4449.110000000001,7.75,0,-4.72,0.069,0,0,0,0,24.12027735,0,20,0,0,0,0,true
1086920,0,NA,NA,unknown,FALSE,0,2,352,TRUE,37377.508,D,TRUE,false,2669.1099999999997,49,3559.11,0,0,-0.42,0,1.13,6.33,0.67,8.725321888,35.02842808,1.67,12,0,0,0,0,false
1016843,0,NA,NA,unknown,FALSE,0,2,205,TRUE,7473.507999999999,A,TRUE,false,9239.09,1341,7564.11,47,0,-4.24,-0.0078,0,0,0,0,-2.366624953,0,26,0,0,0,0,false
1078087,38,NA,town,yes,TRUE,712,1,216,TRUE,0,B,FALSE,t,5475.280000000001,60.75,6229.11,0,0,0.005,-0.0306,9.13,4.67,1.67,1.58375,-4.936195384,3.67,7,0,0,0,1,false
1074815,0,NA,NA,unknown,FALSE,0,1,338,TRUE,0,E,TRUE,false,5416.54,754.25,3717.53,66.25,0.59,8.555,2.0052,108.39,7.67,0,1.153914433,-18.41702987,25,12,4.33,0,0,0,false
1078685,22,NA,town,no,FALSE,445,1,322,TRUE,0,B,TRUE,true,8516.41,819.5,4004.11,169.75,0.1,5.91,0.8508,175.66,64.33,13,1.24706609,-6.094172363,11.33,11,1.67,0,0,0,false
1063195,38,own_business,NA,yes,FALSE,445,1,410,TRUE,0,C,FALSE,true,2817.7400000000002,16.25,2669.1099999999997,0,1.67,-0.225,-0.0334,0.76,0,0,1,-21.96672798,0,14,0,0,0,0,true
1081949,58,NA,town,unknown,TRUE,534,1,312,TRUE,0,B,TRUE,false,3261.85,249.5,4004.11,0.5,0,3.43,6e-4,47.8,9.67,4.67,1.153194493,-8.653689614,13.67,11,0,0,0,0,false
1066855,0,NA,NA,unknown,FALSE,0,1,280,TRUE,0,G,TRUE,false,13286.81,1147,7238.37,243.25,0.83,-2.12,-0.7614,405.7,46.33,1.33,1.758986486,-0.731959464,18.33,9,7.33,0,0,0,true
1095121,0,NA,urban,no,FALSE,534,1,253,TRUE,0,D,TRUE,false,5954.99,642.5,4004.11,71.75,0,2.75,0.3326,145.58,26.33,22.33,1.471206897,-1.065046594,5.67,9,0,0,0,0,false
1078908,58,NA,NA,no,FALSE,89,1,382,TRUE,0,D,TRUE,false,6080.48,868,4471.360000000001,38,0,1.16,0.0176,311.54,48,0,1.358320622,8.718754111,7,13,0,0,0,0,false
1027161,40,NA,NA,yes,TRUE,356,3,57,TRUE,32393.507999999998,C,FALSE,true,2686.02,481.25,2669.1099999999997,12.25,0,1.315,-0.0038,124.46,9.33,2.33,0.692383778,8.027368269,4.33,21,0,1,1,0,true
1070313,0,NA,NA,unknown,FALSE,0,1,364,TRUE,0,B,TRUE,false,6732.85,792.5,4004.11,45.25,24.17,2.59,0.6048,0,0,0,0,2.056806067,0,12,0,0,0,2,true
1022105,42,professional,NA,no,FALSE,534,1,760,TRUE,0,A,FALSE,true,1268.25,3,1335,0,0,0.04,0,0,0.33,0,2.33,-4.58551133,0,25,0,0,0,0,true
1028218,40,clerical,town,no,TRUE,801,2,607,TRUE,14949.508,B,FALSE,true,2735.8599999999997,270.25,2670,0,0,0.355,0.0446,108.5,11.33,0,1.008999182,-13.38473727,8.67,21,0,0,0,0,true
1095992,0,NA,NA,unknown,FALSE,0,2,117,TRUE,49837.508,D,TRUE,false,3568.01,1234.5,4449.110000000001,0.25,0,9.39,-0.002,86.51,242.33,38.67,0.734311594,2.705914526,47.33,8,15.33,0,0,0,true
1004236,32,NA,rural,unknown,TRUE,178,4,115,TRUE,14949.508,A,FALSE,true,5376.49,537.25,3781.61,42,2.93,1.635,0.1318,127.83,15.33,15,3.008430449,8.65725652,7.33,38,0,0,0,0,false
1002209,44,NA,NA,yes,FALSE,356,2,298,TRUE,7473.507999999999,A,FALSE,true,14701.02,415.25,14239.11,8,0,0.475,-0.0388,48.4,16.67,14.33,2.472222222,8.321581767,6,46,0.33,0,0,0,false
1020600,50,professional,NA,no,FALSE,445,2,645,FALSE,7473.507999999999,B,FALSE,true,3858.15,586.25,3113.22,0,0,-0.385,-0.1674,202.36,34,15.33,0.334150145,-20.75725192,4.33,22,0,0,0,0,false
1014984,22,professional,NA,no,FALSE,89,1,917,TRUE,0,D,TRUE,false,3219.13,183.75,3113.22,4.75,0,-1.595,-0.0238,97.51,13.33,2,4.149971703,2.416224716,6,31,0,0,0,0,true
1003323,0,NA,town,unknown,FALSE,0,1,1186,FALSE,0,A,TRUE,false,4289.8,326.5,2670,43.25,0,2.11,0.7038,58.55,3.67,1.67,2.1040625,5.520959738,4,39,0,0,0,0,true
1099239,34,artist,NA,yes,TRUE,534,1,877,TRUE,0,E,FALSE,true,3236.93,150.67,2669.1099999999997,6.33,0,-0.7134,-0.0678,29.93,2.33,0.67,3.395585739,0.468025367,3.67,29,0,0,0,0,true
1021191,0,NA,urban,unknown,FALSE,0,1,727,TRUE,0,B,TRUE,false,4870.969999999999,519,4450,15.75,0,1.16,0.0254,99.14,74,22.67,0.760584805,6.54525344,18.67,24,0,0,0,0,false
1099095,46,NA,NA,no,FALSE,356,7,465,FALSE,2489.508,D,FALSE,t,4518.530000000001,275,4004.11,34.75,1.88,2.98,0.7644,84.26,8.33,7,2.170731707,-8.437300737,3.33,34,0.33,0,0,0,false
1014582,52,NA,NA,yes,TRUE,623,5,21,TRUE,32393.507999999998,B,FALSE,true,7409.25,272,7119.11,7.25,0,-0.58,-0.0652,79.07,15,32,2.17746005,9.553151427,2.33,25,3,0,0,0,true
1012893,44,professional,NA,yes,TRUE,534,1,902,TRUE,0,A,FALSE,true,3042.02,249.75,2669.1099999999997,11.25,0,-0.975,-0.0838,21.04,8.67,0.33,1.710803843,-3.286429312,7.33,30,0,0,0,0,true
1053287,0,NA,NA,unknown,FALSE,0,4,78,TRUE,37377.508,B,TRUE,false,6790.7,1457.25,6674.11,108.25,0,0.335,-0.191,413.22,136.33,40.67,0.84665,6.025308375,13,14,15.67,0,0,0,true
1046897,0,NA,urban,unknown,FALSE,0,2,452,TRUE,32393.507999999998,B,TRUE,false,2669.1099999999997,0,2669.1099999999997,0,0,0,0,0,0,0,0,-4.646883971,0,16,0,0,0,0,true
1072268,38,NA,urban,no,FALSE,445,2,324,TRUE,37377.508,D,FALSE,true,7071.94,436.5,5784.11,51.75,0.63,-0.75,-0.0594,104.67,16.33,1.67,2.15016473,-12.07598274,7.33,12,1.67,0,0,0,true
1006426,50,professional,urban,no,FALSE,801,4,133,TRUE,2489.508,A,FALSE,true,4839.820000000001,313.75,2891.61,11.5,0,0.525,-0.3178,33.77,31.33,2,5.392694064,-1.841723876,8.67,33,1.67,0,0,0,true
1041259,58,own_business,NA,yes,FALSE,445,1,474,FALSE,0,C,FALSE,true,4521.2,269.5,4450,0,0.1,0.17,-0.016,59.76,11,8.67,5.972138877,-2.550723653,4.33,16,0,0,0,0,true
1072453,54,NA,urban,yes,TRUE,623,1,412,TRUE,0,B,FALSE,true,3123.01,27.75,4004.11,0.25,0,0.105,-0.002,0,0,0,0,16.40530044,0,14,0,0,0,0,false
1007950,52,NA,NA,yes,TRUE,534,6,83,TRUE,19933.507999999998,C,FALSE,true,1287.8300000000002,856.5,890,0,0.23,-2.37,0.0154,0,0,0,0,6.983725292,0,36,0,0,0,0,true
1026077,52,artist,NA,no,FALSE,623,2,464,TRUE,37377.508,B,FALSE,true,2908.52,212.75,2669.1099999999997,10.75,0,0.645,-0.0538,87.67,12.67,6.33,2.485,-10.48791689,4,24,0,0,0,0,false
1038800,0,NA,NA,unknown,FALSE,0,6,70,TRUE,2489.508,E,TRUE,false,8369.560000000001,910.5,7564.11,53.25,0,1.05,0.7492,110.79,157,19.67,1.340172982,3.082664578,35,20,9.33,0,0,0,true
1085313,0,NA,NA,unknown,FALSE,0,1,300,TRUE,0,D,TRUE,false,4989.34,298.25,1769.32,0,0,-5.965,-1.1212,15.09,2,0.33,0.919616077,5.587820273,2.67,10,4.33,1,0,0,false
1022907,58,NA,rural,unknown,FALSE,534,4,316,TRUE,2489.508,C,TRUE,true,4472.25,320.5,4450,0,0,-0.97,-0.005,37.19,25,4,3.010433649,-3.820025673,9,27,0,0,0,0,true
1010736,0,NA,town,unknown,FALSE,0,5,31,TRUE,2489.508,E,TRUE,false,8964.970000000001,829,5339.110000000001,152.5,0.52,-13.46,-0.995,135.81,49,4,2.760793009,0.339631662,31.33,32,9,0,0,0,false
1013318,54,NA,s,no,TRUE,712,1,952,TRUE,0,A,FALSE,true,3559.11,33,3559.11,0,0,-0.4,0,1.06,3.67,0.67,16,10.4015395,2,32,0.33,0,0,0,true
1046697,0,NA,urban,unknown,FALSE,0,2,450,TRUE,9965.508,E,TRUE,false,6206.86,446.75,7119.11,0,0,1.705,0.0356,81.19,85.33,2,0.85063569000000006,3.816670446,24,16,1,0,0,3,false
1060078,22,student,NA,no,FALSE,623,2,298,TRUE,7473.507999999999,D,FALSE,true,4986.67,581.5,3951.6,7.75,0,-0.97,-0.2414,125.31,91.33,20.33,0.813539624,7.203774212,7.33,15,1.67,0,0,0,false
1060149,0,NA,NA,unknown,FALSE,0,1,489,TRUE,0,A,TRUE,false,7273.08,639.25,8009.11,0,0,-5.445,-0.0346,138.85,77.33,33.33,1.426718547,9.364443005,13.67,17,0,0,0,0,true
1041374,34,artist,NA,yes,FALSE,712,2,398,TRUE,37377.508,B,FALSE,true,6221.99,456.5,4240.8499999999995,0.75,0.75,-5.15,0.6016,89.67,22.67,6,0.933030527,-14.88416355,6.33,20,1.67,0,0,0,true
1086027,46,professional,t,yes,TRUE,534,1,357,TRUE,0,A,FALSE,true,4351.21,374.5,4004.11,35.5,1.47,-0.63,-0.278,49.18,6.33,0.33,3.053506283,-8.116868757,18,12,6,0,0,3,false
1087557,38,NA,town,unknown,TRUE,178,1,288,TRUE,0,E,FALSE,true,1424,233,1869,0,0,-4.66,-0.32,34.58,7.67,0,1.471495928,-8.144196885,2.33,10,5,0,0,0,false
1095173,30,professional,urban,yes,FALSE,445,5,118,TRUE,49837.508,A,FALSE,false,4501.62,923,5339.110000000001,1.5,0,3.96,0.035,157.79,67.67,0.67,0.683950147,-5.831167508,16,7,55.67,0,0,0,true
1050958,0,NA,NA,unknown,FALSE,0,1,491,TRUE,0,B,TRUE,false,2756.33,28.75,2669.1099999999997,0,0.98,0.625,-0.0068,0.08,0.67,0,18.91044776,-15.01779295,0.67,17,0,0,0,0,true
1028073,34,houeswife,rural,unknown,TRUE,356,3,102,TRUE,37377.508,C,FALSE,true,2970.82,199,4004.11,0,0.39,0.42,0.048,15.12,12,1,2.00061237,7.255742404,9,25,0,0,0,0,true
1020050,60,own_business,urban,yes,FALSE,801,2,395,TRUE,7473.507999999999,B,FALSE,true,4123.37,630.25,3781.61,0,0.59,-3.905,-0.0118,239.34,18.67,9,6.615869565,-1.457182131,6.67,24,3.67,0,0,0,true
1051921,30,NA,urban,no,FALSE,534,4,25,TRUE,24917.507999999994,C,FALSE,true,2737.6400000000003,35,2669.1099999999997,0,0,0.18,-0.0154,0.82,4.33,1,1.320528211,1.678059071,6.67,12,0.33,0,0,2,true
1024544,38,professional,NA,yes,TRUE,712,2,477,TRUE,19933.507999999998,A,FALSE,true,3964.95,496,3781.61,0,0,-2.98,-0.0214,167.36,16.33,0,2.973021945,10.09392302,13,26,1.33,0,0,3,true
1043372,24,NA,urban,unknown,FALSE,801,3,250,TRUE,2489.508,D,FALSE,true,4222.16,364.5,1388.3999999999999,100.5,0,-7.29,-0.9488,112.58,14.33,0.33,2.573316551,-4.387566349,9,15,4,0,0,0,false
1089817,0,NA,NA,unknown,FALSE,0,1,325,TRUE,0,C,TRUE,false,2757.2200000000003,362.25,2586.3399999999997,59.5,0,5.795,1.5682,59.46,12.67,1.67,0.766666667,-7.045796119,3,11,0,0,0,0,false
1033623,26,professional,urban,yes,TRUE,712,1,619,FALSE,0,B,FALSE,true,2714.5,222.5,2670,0,0,1.97,0.01,27.68,12,1,1.565955909,-1.845645773,2.67,20,0,0,0,0,false
1063400,0,NA,urban,unknown,FALSE,0,1,362,TRUE,0,B,TRUE,false,5740.5,1319.5,4795.320000000001,31,4.23,-13.09,-0.4534,499.11,67.67,13.67,0.561460093,1.103371327,17,12,0.33,0,0,0,true
1061929,46,NA,unknown,no,FALSE,356,1,417,FALSE,0,A,FALSE,true,890,3,890,0,0,-0.02,0,0.17,0,0,1.33,12.0510432,0.67,14,0,0,0,0,false
1090246,42,professional,NA,yes,TRUE,356,1,214,TRUE,0,B,FALSE,true,3047.36,80,2669.1099999999997,0,0,-1.3,-0.005,24.7,1.67,0,0.875,-2.583975569,2,7,0,0,0,0,false
1066323,30,NA,town,yes,FALSE,623,1,284,TRUE,0,B,FALSE,true,4511.41,243.75,5339.110000000001,0,0,-0.355,-0.014,0,0,0,0,-2.055015066,0,9,0,0,0,0,false
1089359,0,NA,NA,unknown,FALSE,0,1,268,TRUE,0,B,TRUE,false,4876.3099999999995,942.5,4004.11,49.5,0,-1.53,0.164,211.73,26.67,2,0.80939753,4.047592656,30,9,20,0,0,0,false
1077844,0,NA,NA,unknown,FALSE,0,1,326,TRUE,0,D,TRUE,false,3470.11,198,4004.11,0,0,-0.08,0,10.85,13.33,3.67,1.828064516,24.94353338,3,11,1,0,0,0,false
1079287,24,NA,urban,unknown,TRUE,445,1,320,TRUE,0,B,FALSE,true,3212.01,126.75,4004.11,0,1.1,-0.735,-0.022,25.08,6.67,5,1.229428456,2.876158005,3.67,11,0,0,0,0,true
1045652,24,NA,NA,no,FALSE,801,1,431,TRUE,0,A,FALSE,true,4822.0199999999995,572.75,5590.09,1,0.1,-7.135,0.1162,113.3,29.67,4,0.568181818,0.71834482,3.67,14,0,0,0,0,true
1005323,34,NA,NA,no,FALSE,534,5,351,TRUE,19933.507999999998,A,FALSE,true,5516.219999999999,519.75,6229.11,0,0.16,0.745,-2e-4,37.9,29,0.33,0.670886076,-7.605643215,10.67,34,0,0,0,0,false
1005284,56,professional,town,yes,FALSE,801,9,261,TRUE,7473.507999999999,C,FALSE,true,43377.71,3746.75,8454.109999999999,1437,1.18,-2.515,-2.3524,852.83,280,189.33,2.15786373,2.849032649,154.33,32,8.67,0,0,0,false
1009325,56,NA,urban,yes,FALSE,712,1,1057,FALSE,0,A,FALSE,true,17469.809999999998,1288.75,4004.11,340.75,22.24,-0.915,-0.173,231.25,30.67,0.67,1.092592593,-4.075200086,24.33,35,0,0,0,0,true
1029670,56,professional,town,yes,FALSE,801,1,682,TRUE,0,A,FALSE,true,1869,116.5,2670,0,0,1.11,0,9.48,2,3,1.471315093,-9.200250578,2.67,23,0,0,0,3,true
1090838,30,NA,urban,no,FALSE,445,5,6,TRUE,19933.507999999998,D,FALSE,true,9475.83,1119,10679.109999999999,0,0,-9.66,-0.0296,370.49,33.67,38.67,1.823828719,-1.076586047,11.33,7,2.33,0,0,0,true
1012996,66,NA,unknown,no,FALSE,534,2,403,TRUE,7473.507999999999,C,FALSE,false,5339.110000000001,228.75,6229.11,0,0,0.385,0,85.17,9.33,7.33,1.239980802,6.293433508,3,28,1.67,0,0,0,true
1090880,44,NA,town,yes,FALSE,356,1,208,TRUE,0,B,FALSE,true,4449.110000000001,416.25,5339.110000000001,0,0,1.575,0,27.16,13.33,1.33,1.602096133,0.680450956,12.67,7,0,0,0,0,false
1050909,32,NA,rural,yes,FALSE,534,1,553,TRUE,0,E,FALSE,true,2079.9300000000003,167,1434.68,35,0,-3.34,-0.4674,87.19,42,12.33,4.355363498,6.218733747,5.33,19,0.33,0,0,0,true
1080102,24,NA,NA,no,FALSE,534,2,134,TRUE,7473.507999999999,F,TRUE,true,8008.22,1056.25,890,225,0.83,1.675,0.448,284.5,44.33,36.33,0.648823529,5.915613629,67,7,0.67,0,0,0,true
1085499,44,artist,urban,yes,TRUE,534,1,191,TRUE,0,C,TRUE,true,4756.16,193.25,6229.11,0,0,-0.685,-0.0294,38.58,37,11.67,1.825763832,4.860080968,10,6,0,0,0,0,false
1057296,50,artist,urban,yes,TRUE,712,1,442,TRUE,0,B,FALSE,true,6221.99,557.75,2670,109.75,0,4.425,1.0858,0,0,0,0,-10.80261935,0,15,0,0,0,0,true
1099322,34,professional,town,yes,TRUE,623,2,650,FALSE,7473.507999999999,A,FALSE,true,9338.77,342.33,8023.35,53.33,0,-1.8466,-0.0436,48,13,6,13.14285714,-5.513847628,7,29,8,0,0,0,true
1073269,48,NA,s,no,FALSE,178,1,300,TRUE,0,C,FALSE,true,8159.52,776.75,4004.11,161.25,0,4.025,1.182,0,0,0,0,-1.581639406,0,10,0,0,0,0,false
1068709,48,NA,NA,unknown,FALSE,623,1,267,TRUE,0,B,FALSE,true,3072.28,141,3559.11,0,0.16,-0.82,-0.0106,9.63,12.33,0.67,2.200300075,0.640811574,6,9,0.67,0,0,0,false
